Filename,Percentage
15-vars/problem__013.smt2,74.25%
15-vars/problem__017.smt2,19.28%
25-vars/problem__029.smt2,19.31%
25-vars/problem_2__003.smt2,75.17%
25-vars/problem_2__024.smt2,17.67%
25-vars/problem_2__026.smt2,14.78%
25-vars/problem__035.smt2,13.01%
25-vars/problem__019.smt2,20.87%
25-vars/problem__004.smt2,75.22%
25-vars/problem_2__018.smt2,70.03%
25-vars/problem_2__008.smt2,74.48%
25-vars/problem_2__002.smt2,75.26%
25-vars/problem_2__016.smt2,23.36%
25-vars/problem_2__011.smt2,74.03%
25-vars/problem__012.smt2,22.94%
25-vars/problem_2__025.smt2,28.81%
25-vars/problem_2__032.smt2,16.66%
10-vars/problem__006.smt2,71.45%
10-vars/problem_2__022.smt2,58.96%
10-vars/problem_2__010.smt2,69.28%
10-vars/problem_2__004.smt2,58.11%
10-vars/problem_2__005.smt2,65.56%
10-vars/problem__023.smt2,56.91%
10-vars/problem_2__007.smt2,46.86%
10-vars/problem__015.smt2,63.48%
10-vars/problem_2__017.smt2,66.48%
10-vars/problem__010.smt2,69.51%
10-vars/problem__007.smt2,73.35%
10-vars/problem_2__008.smt2,39.87%
10-vars/problem__005.smt2,72.08%
10-vars/problem_2__011.smt2,71.47%
10-vars/problem__014.smt2,58.57%
35-vars/problem_2__029.smt2,21.04%
35-vars/problem__006.smt2,74.64%
35-vars/problem_2__022.smt2,24.71%
35-vars/problem__016.smt2,56.83%
35-vars/problem_2__007.smt2,61.49%
35-vars/problem__003.smt2,75.23%
35-vars/problem_2__015.smt2,33.39%
35-vars/problem_2__017.smt2,29.81%
35-vars/problem_2__033.smt2,26.35%
35-vars/problem_2__019.smt2,27.47%
35-vars/problem_2__026.smt2,15.61%
35-vars/problem__035.smt2,23.40%
35-vars/problem__019.smt2,37.68%
35-vars/problem__004.smt2,75.74%
35-vars/problem__010.smt2,74.60%
30-vars/problem_2__022.smt2,25.61%
30-vars/problem_2__010.smt2,75.42%
30-vars/problem_2__005.smt2,74.56%
30-vars/problem__015.smt2,34.48%
30-vars/problem__020.smt2,26.10%
30-vars/problem__003.smt2,75.21%
30-vars/problem_2__021.smt2,48.29%
30-vars/problem__035.smt2,14.88%
30-vars/problem__004.smt2,75.02%
30-vars/problem__010.smt2,75.48%
30-vars/problem_2__035.smt2,18.29%
30-vars/problem_2__016.smt2,22.13%
30-vars/problem__027.smt2,44.05%
30-vars/problem__012.smt2,50.27%
30-vars/problem__017.smt2,28.91%
45-vars/problem_2__020.smt2,41.57%
45-vars/problem_2__004.smt2,74.91%
45-vars/problem__029.smt2,31.68%
45-vars/problem_2__007.smt2,75.59%
45-vars/problem__015.smt2,41.01%
45-vars/problem_2__017.smt2,35.63%
45-vars/problem_2__024.smt2,28.69%
45-vars/problem__033.smt2,29.75%
45-vars/problem_2__021.smt2,33.16%
45-vars/problem__030.smt2,25.62%
45-vars/problem__007.smt2,75.27%
45-vars/problem__018.smt2,39.15%
45-vars/problem_2__011.smt2,40.43%
45-vars/problem_2__034.smt2,23.85%
45-vars/problem__028.smt2,27.13%
slacks/20-19.slack.smt2,34.85%
slacks/25-17.slack.smt2,67.97%
slacks/15-7.slack.smt2,57.34%
slacks/15-13.slack.smt2,61.50%
slacks/45-26.slack.smt2,68.18%
slacks/10-13.slack.smt2,65.15%
slacks/35-25.slack.smt2,69.62%
slacks/30-10.slack.smt2,71.00%
slacks/40-14.slack.smt2,72.45%
slacks/40-9.slack.smt2,71.55%
slacks/35-5.slack.smt2,71.18%
slacks/45-14.slack.smt2,70.64%
slacks/15-5.slack.smt2,67.11%
slacks/45-24.slack.smt2,69.64%
slacks/45-34.slack.smt2,68.66%
20-vars/v20_problem_2__016.smt2.slack.smt2,69.28%
20-vars/v20_problem_2__018.smt2.slack.smt2,35.91%
20-vars/v20_problem__028.smt2.slack.smt2,8.07%
20-vars/v20_problem__004.smt2.slack.smt2,71.24%
20-vars/v20_problem_2__035.smt2.slack.smt2,49.28%
20-vars/v20_problem__001.smt2.slack.smt2,70.53%
20-vars/v20_problem__020.smt2.slack.smt2,62.63%
20-vars/v20_problem__030.smt2.slack.smt2,54.90%
20-vars/v20_problem_2__012.smt2.slack.smt2,65.69%
20-vars/v20_problem__011.smt2.slack.smt2,68.29%
20-vars/v20_problem_2__013.smt2.slack.smt2,70.29%
20-vars/v20_problem_2__005.smt2.slack.smt2,68.35%
20-vars/v20_problem__010.smt2.slack.smt2,71.18%
20-vars/v20_problem__021.smt2.slack.smt2,57.28%
20-vars/v20_problem__002.smt2.slack.smt2,70.42%
40-vars/v40_problem_2__023.smt2.slack.smt2,70.47%
40-vars/v40_problem__024.smt2.slack.smt2,33.81%
40-vars/v40_problem__004.smt2.slack.smt2,71.16%
40-vars/v40_problem_2__034.smt2.slack.smt2,68.45%
40-vars/v40_problem__008.smt2.slack.smt2,72.16%
40-vars/v40_problem_2__018.smt2.slack.smt2,72.78%
40-vars/v40_problem_2__017.smt2.slack.smt2,70.25%
40-vars/v40_problem_2__020.smt2.slack.smt2,71.42%
40-vars/v40_problem__025.smt2.slack.smt2,69.48%
40-vars/v40_problem__022.smt2.slack.smt2,72.45%
40-vars/v40_problem_2__035.smt2.slack.smt2,54.13%
40-vars/v40_problem_2__027.smt2.slack.smt2,70.23%
40-vars/v40_problem_2__022.smt2.slack.smt2,71.95%
40-vars/v40_problem__032.smt2.slack.smt2,62.99%
40-vars/v40_problem_2__009.smt2.slack.smt2,72.31%
15-vars/v15_problem__011.smt2.slack.smt2,46.99%
15-vars/v15_problem__007.smt2.slack.smt2,63.03%
15-vars/v15_problem__021.smt2.slack.smt2,13.27%
15-vars/v15_problem_2__014.smt2.slack.smt2,58.45%
15-vars/v15_problem_2__013.smt2.slack.smt2,68.10%
15-vars/v15_problem__005.smt2.slack.smt2,69.17%
15-vars/v15_problem_2__009.smt2.slack.smt2,42.89%
15-vars/v15_problem__003.smt2.slack.smt2,69.43%
15-vars/v15_problem_2__016.smt2.slack.smt2,36.91%
15-vars/v15_problem__008.smt2.slack.smt2,67.39%
15-vars/v15_problem__014.smt2.slack.smt2,70.72%
15-vars/v15_problem_2__018.smt2.slack.smt2,56.85%
15-vars/v15_problem__006.smt2.slack.smt2,66.11%
15-vars/v15_problem__017.smt2.slack.smt2,26.30%
15-vars/v15_problem_2__015.smt2.slack.smt2,48.95%
25-vars/v25_problem__033.smt2.slack.smt2,58.27%
25-vars/v25_problem_2__034.smt2.slack.smt2,63.40%
25-vars/v25_problem_2__019.smt2.slack.smt2,69.13%
25-vars/v25_problem__005.smt2.slack.smt2,69.51%
25-vars/v25_problem_2__014.smt2.slack.smt2,71.09%
25-vars/v25_problem__004.smt2.slack.smt2,71.83%
25-vars/v25_problem__014.smt2.slack.smt2,69.20%
25-vars/v25_problem__013.smt2.slack.smt2,71.58%
25-vars/v25_problem_2__021.smt2.slack.smt2,66.82%
25-vars/v25_problem_2__023.smt2.slack.smt2,68.58%
25-vars/v25_problem__008.smt2.slack.smt2,70.89%
25-vars/v25_problem_2__025.smt2.slack.smt2,70.98%
25-vars/v25_problem__016.smt2.slack.smt2,69.08%
25-vars/v25_problem_2__022.smt2.slack.smt2,65.83%
25-vars/v25_problem__017.smt2.slack.smt2,69.39%
10-vars/v10_problem_2__003.smt2.slack.smt2,55.95%
10-vars/v10_problem__019.smt2.slack.smt2,5.96%
10-vars/v10_problem__012.smt2.slack.smt2,37.55%
10-vars/v10_problem__009.smt2.slack.smt2,58.51%
10-vars/v10_problem__014.smt2.slack.smt2,54.44%
10-vars/v10_problem__003.smt2.slack.smt2,65.41%
10-vars/v10_problem_2__018.smt2.slack.smt2,50.78%
10-vars/v10_problem_2__014.smt2.slack.smt2,50.04%
10-vars/v10_problem__018.smt2.slack.smt2,55.68%
10-vars/v10_problem__006.smt2.slack.smt2,65.87%
10-vars/v10_problem_2__015.smt2.slack.smt2,61.06%
10-vars/v10_problem_2__010.smt2.slack.smt2,64.96%
10-vars/v10_problem_2__013.smt2.slack.smt2,11.36%
10-vars/v10_problem__015.smt2.slack.smt2,52.01%
10-vars/v10_problem_2__007.smt2.slack.smt2,66.15%
35-vars/v35_problem__004.smt2.slack.smt2,73.24%
35-vars/v35_problem_2__004.smt2.slack.smt2,72.49%
35-vars/v35_problem__026.smt2.slack.smt2,60.10%
35-vars/v35_problem_2__034.smt2.slack.smt2,67.41%
35-vars/v35_problem_2__021.smt2.slack.smt2,65.62%
35-vars/v35_problem__028.smt2.slack.smt2,70.27%
35-vars/v35_problem_2__026.smt2.slack.smt2,71.24%
35-vars/v35_problem_2__023.smt2.slack.smt2,68.97%
35-vars/v35_problem__018.smt2.slack.smt2,72.92%
35-vars/v35_problem__013.smt2.slack.smt2,72.63%
35-vars/v35_problem__015.smt2.slack.smt2,72.67%
35-vars/v35_problem__030.smt2.slack.smt2,70.93%
35-vars/v35_problem_2__028.smt2.slack.smt2,68.13%
35-vars/v35_problem__016.smt2.slack.smt2,72.20%
35-vars/v35_problem__006.smt2.slack.smt2,72.69%
30-vars/v30_problem_2__012.smt2.slack.smt2,70.50%
30-vars/v30_problem__006.smt2.slack.smt2,72.28%
30-vars/v30_problem_2__018.smt2.slack.smt2,72.04%
30-vars/v30_problem__009.smt2.slack.smt2,71.57%
30-vars/v30_problem_2__017.smt2.slack.smt2,73.51%
30-vars/v30_problem_2__014.smt2.slack.smt2,73.56%
30-vars/v30_problem_2__010.smt2.slack.smt2,66.03%
30-vars/v30_problem_2__024.smt2.slack.smt2,71.01%
30-vars/v30_problem__004.smt2.slack.smt2,71.42%
30-vars/v30_problem__017.smt2.slack.smt2,68.18%
30-vars/v30_problem_2__008.smt2.slack.smt2,73.48%
30-vars/v30_problem__013.smt2.slack.smt2,70.19%
30-vars/v30_problem_2__020.smt2.slack.smt2,73.49%
30-vars/v30_problem__026.smt2.slack.smt2,65.66%
