Filename,Percentage
10-vars/v10_problem_2__018.smt2.slack.smt2,46.97%
10-vars/v10_problem_2__014.smt2.slack.smt2,30.16%
10-vars/v10_problem__018.smt2.slack.smt2,34.54%
10-vars/v10_problem__006.smt2.slack.smt2,49.14%
10-vars/v10_problem_2__015.smt2.slack.smt2,46.47%
10-vars/v10_problem_2__010.smt2.slack.smt2,49.59%
10-vars/v10_problem_2__013.smt2.slack.smt2,44.68%
10-vars/v10_problem__015.smt2.slack.smt2,36.11%
10-vars/v10_problem_2__007.smt2.slack.smt2,43.09%
35-vars/v35_problem__004.smt2.slack.smt2,41.91%
35-vars/v35_problem_2__004.smt2.slack.smt2,41.44%
35-vars/v35_problem__026.smt2.slack.smt2,30.51%
35-vars/v35_problem_2__034.smt2.slack.smt2,32.48%
35-vars/v35_problem_2__021.smt2.slack.smt2,30.59%
35-vars/v35_problem__028.smt2.slack.smt2,36.40%
35-vars/v35_problem_2__026.smt2.slack.smt2,30.62%
35-vars/v35_problem_2__023.smt2.slack.smt2,32.26%
35-vars/v35_problem__018.smt2.slack.smt2,42.67%
35-vars/v35_problem__013.smt2.slack.smt2,36.05%
35-vars/v35_problem__015.smt2.slack.smt2,40.96%
35-vars/v35_problem__030.smt2.slack.smt2,31.41%
35-vars/v35_problem_2__028.smt2.slack.smt2,31.46%
35-vars/v35_problem__016.smt2.slack.smt2,35.19%
35-vars/v35_problem__006.smt2.slack.smt2,38.50%
30-vars/v30_problem_2__012.smt2.slack.smt2,35.11%
30-vars/v30_problem__006.smt2.slack.smt2,39.72%
30-vars/v30_problem_2__018.smt2.slack.smt2,28.35%
30-vars/v30_problem__009.smt2.slack.smt2,38.18%
30-vars/v30_problem_2__017.smt2.slack.smt2,35.43%
30-vars/v30_problem_2__014.smt2.slack.smt2,42.94%
30-vars/v30_problem_2__010.smt2.slack.smt2,46.19%
30-vars/v30_problem_2__024.smt2.slack.smt2,38.88%
30-vars/v30_problem__004.smt2.slack.smt2,35.38%
30-vars/v30_problem__017.smt2.slack.smt2,29.27%
30-vars/v30_problem_2__008.smt2.slack.smt2,35.27%
30-vars/v30_problem__013.smt2.slack.smt2,32.12%
30-vars/v30_problem_2__020.smt2.slack.smt2,31.24%
30-vars/v30_problem__026.smt2.slack.smt2,31.70%
