Filename,Percentage
30-vars/problem__027.smt2,1.23%
30-vars/problem__012.smt2,46.91%
30-vars/problem__017.smt2,1.70%
45-vars/problem_2__020.smt2,11.47%
45-vars/problem_2__004.smt2,75.78%
45-vars/problem__029.smt2,1.74%
45-vars/problem_2__007.smt2,75.14%
45-vars/problem__015.smt2,49.91%
45-vars/problem_2__017.smt2,7.15%
45-vars/problem_2__024.smt2,2.03%
45-vars/problem__033.smt2,1.24%
45-vars/problem_2__021.smt2,4.90%
45-vars/problem__030.smt2,0.45%
45-vars/problem__007.smt2,68.32%
45-vars/problem__018.smt2,3.62%
45-vars/problem_2__011.smt2,8.01%
45-vars/problem_2__034.smt2,1.03%
45-vars/problem__028.smt2,0.51%
slacks/20-19.slack.smt2,66.97%
slacks/25-17.slack.smt2,72.32%
slacks/15-7.slack.smt2,70.00%
slacks/15-13.slack.smt2,71.32%
slacks/45-26.slack.smt2,69.48%
slacks/10-13.slack.smt2,74.69%
slacks/35-25.slack.smt2,71.66%
slacks/30-10.slack.smt2,74.13%
slacks/40-14.slack.smt2,76.23%
slacks/40-9.slack.smt2,73.90%
slacks/35-5.slack.smt2,73.89%
slacks/45-14.slack.smt2,75.84%
slacks/15-5.slack.smt2,73.24%
slacks/45-24.slack.smt2,70.59%
slacks/45-34.slack.smt2,68.61%
20-vars/v20_problem_2__016.smt2.slack.smt2,72.13%
20-vars/v20_problem_2__018.smt2.slack.smt2,69.45%
20-vars/v20_problem__028.smt2.slack.smt2,55.63%
20-vars/v20_problem__004.smt2.slack.smt2,72.61%
20-vars/v20_problem_2__035.smt2.slack.smt2,58.30%
20-vars/v20_problem__001.smt2.slack.smt2,72.58%
20-vars/v20_problem__020.smt2.slack.smt2,72.74%
20-vars/v20_problem__030.smt2.slack.smt2,68.97%
20-vars/v20_problem_2__012.smt2.slack.smt2,74.64%
20-vars/v20_problem__011.smt2.slack.smt2,72.97%
20-vars/v20_problem_2__013.smt2.slack.smt2,73.87%
20-vars/v20_problem_2__005.smt2.slack.smt2,70.58%
20-vars/v20_problem__010.smt2.slack.smt2,73.35%
20-vars/v20_problem__021.smt2.slack.smt2,63.66%
20-vars/v20_problem__002.smt2.slack.smt2,72.49%
40-vars/v40_problem_2__023.smt2.slack.smt2,71.37%
40-vars/v40_problem__024.smt2.slack.smt2,69.42%
40-vars/v40_problem__004.smt2.slack.smt2,74.54%
40-vars/v40_problem_2__034.smt2.slack.smt2,67.88%
40-vars/v40_problem__008.smt2.slack.smt2,75.06%
40-vars/v40_problem_2__018.smt2.slack.smt2,74.38%
40-vars/v40_problem_2__017.smt2.slack.smt2,71.17%
40-vars/v40_problem_2__020.smt2.slack.smt2,73.86%
40-vars/v40_problem__025.smt2.slack.smt2,73.88%
40-vars/v40_problem__022.smt2.slack.smt2,73.07%
40-vars/v40_problem_2__035.smt2.slack.smt2,67.23%
40-vars/v40_problem_2__027.smt2.slack.smt2,70.56%
40-vars/v40_problem_2__022.smt2.slack.smt2,75.53%
40-vars/v40_problem__032.smt2.slack.smt2,54.13%
40-vars/v40_problem_2__009.smt2.slack.smt2,75.82%
15-vars/v15_problem__011.smt2.slack.smt2,69.53%
15-vars/v15_problem__007.smt2.slack.smt2,71.22%
15-vars/v15_problem__021.smt2.slack.smt2,73.89%
15-vars/v15_problem_2__014.smt2.slack.smt2,67.21%
15-vars/v15_problem_2__013.smt2.slack.smt2,72.43%
15-vars/v15_problem__005.smt2.slack.smt2,73.33%
15-vars/v15_problem_2__009.smt2.slack.smt2,72.41%
15-vars/v15_problem__003.smt2.slack.smt2,74.55%
15-vars/v15_problem_2__016.smt2.slack.smt2,65.78%
15-vars/v15_problem__008.smt2.slack.smt2,73.68%
15-vars/v15_problem__014.smt2.slack.smt2,75.05%
15-vars/v15_problem_2__018.smt2.slack.smt2,68.16%
15-vars/v15_problem__006.smt2.slack.smt2,72.51%
15-vars/v15_problem__017.smt2.slack.smt2,47.52%
15-vars/v15_problem_2__015.smt2.slack.smt2,66.71%
25-vars/v25_problem__033.smt2.slack.smt2,58.87%
25-vars/v25_problem_2__034.smt2.slack.smt2,60.70%
25-vars/v25_problem_2__019.smt2.slack.smt2,71.92%
25-vars/v25_problem__005.smt2.slack.smt2,72.65%
25-vars/v25_problem_2__014.smt2.slack.smt2,74.69%
25-vars/v25_problem__004.smt2.slack.smt2,74.44%
25-vars/v25_problem__014.smt2.slack.smt2,71.02%
25-vars/v25_problem__013.smt2.slack.smt2,74.55%
25-vars/v25_problem_2__021.smt2.slack.smt2,65.28%
25-vars/v25_problem_2__023.smt2.slack.smt2,71.65%
25-vars/v25_problem__008.smt2.slack.smt2,74.21%
25-vars/v25_problem_2__025.smt2.slack.smt2,72.78%
25-vars/v25_problem__016.smt2.slack.smt2,72.49%
25-vars/v25_problem_2__022.smt2.slack.smt2,71.88%
25-vars/v25_problem__017.smt2.slack.smt2,73.97%
10-vars/v10_problem_2__003.smt2.slack.smt2,71.48%
10-vars/v10_problem__019.smt2.slack.smt2,63.74%
10-vars/v10_problem__012.smt2.slack.smt2,71.90%
10-vars/v10_problem__009.smt2.slack.smt2,70.27%
10-vars/v10_problem__014.smt2.slack.smt2,64.06%
10-vars/v10_problem__003.smt2.slack.smt2,74.69%
10-vars/v10_problem_2__018.smt2.slack.smt2,67.38%
10-vars/v10_problem_2__014.smt2.slack.smt2,62.98%
10-vars/v10_problem__018.smt2.slack.smt2,60.81%
10-vars/v10_problem__006.smt2.slack.smt2,71.02%
10-vars/v10_problem_2__015.smt2.slack.smt2,67.65%
10-vars/v10_problem_2__010.smt2.slack.smt2,70.19%
10-vars/v10_problem_2__013.smt2.slack.smt2,59.17%
10-vars/v10_problem__015.smt2.slack.smt2,69.83%
10-vars/v10_problem_2__007.smt2.slack.smt2,68.69%
35-vars/v35_problem__004.smt2.slack.smt2,74.83%
35-vars/v35_problem_2__004.smt2.slack.smt2,75.89%
35-vars/v35_problem__026.smt2.slack.smt2,65.22%
35-vars/v35_problem_2__034.smt2.slack.smt2,68.87%
35-vars/v35_problem_2__021.smt2.slack.smt2,68.10%
35-vars/v35_problem__028.smt2.slack.smt2,72.06%
35-vars/v35_problem_2__026.smt2.slack.smt2,67.05%
35-vars/v35_problem_2__023.smt2.slack.smt2,72.44%
35-vars/v35_problem__018.smt2.slack.smt2,75.50%
