Filename,Percentage
40-vars/v40_problem_2__020.smt2.slack.smt2,96.57%
40-vars/v40_problem__025.smt2.slack.smt2,95.78%
40-vars/v40_problem__022.smt2.slack.smt2,96.74%
40-vars/v40_problem_2__035.smt2.slack.smt2,96.75%
40-vars/v40_problem_2__027.smt2.slack.smt2,96.14%
40-vars/v40_problem_2__022.smt2.slack.smt2,96.51%
40-vars/v40_problem__032.smt2.slack.smt2,96.79%
40-vars/v40_problem_2__009.smt2.slack.smt2,95.60%
15-vars/v15_problem__011.smt2.slack.smt2,93.00%
15-vars/v15_problem__007.smt2.slack.smt2,92.44%
15-vars/v15_problem__021.smt2.slack.smt2,93.56%
15-vars/v15_problem_2__014.smt2.slack.smt2,93.18%
15-vars/v15_problem_2__013.smt2.slack.smt2,92.54%
15-vars/v15_problem__005.smt2.slack.smt2,92.15%
15-vars/v15_problem_2__009.smt2.slack.smt2,92.20%
15-vars/v15_problem__003.smt2.slack.smt2,93.56%
15-vars/v15_problem_2__016.smt2.slack.smt2,93.39%
15-vars/v15_problem__008.smt2.slack.smt2,93.88%
15-vars/v15_problem__014.smt2.slack.smt2,94.71%
15-vars/v15_problem_2__018.smt2.slack.smt2,93.47%
15-vars/v15_problem__006.smt2.slack.smt2,91.03%
15-vars/v15_problem__017.smt2.slack.smt2,51.62%
15-vars/v15_problem_2__015.smt2.slack.smt2,93.06%
25-vars/v25_problem__033.smt2.slack.smt2,93.63%
25-vars/v25_problem_2__034.smt2.slack.smt2,95.05%
25-vars/v25_problem_2__019.smt2.slack.smt2,95.60%
25-vars/v25_problem__005.smt2.slack.smt2,94.61%
25-vars/v25_problem_2__014.smt2.slack.smt2,95.38%
25-vars/v25_problem__004.smt2.slack.smt2,95.80%
25-vars/v25_problem__014.smt2.slack.smt2,93.91%
25-vars/v25_problem__013.smt2.slack.smt2,94.99%
25-vars/v25_problem_2__021.smt2.slack.smt2,94.61%
25-vars/v25_problem_2__023.smt2.slack.smt2,95.60%
25-vars/v25_problem__008.smt2.slack.smt2,94.65%
25-vars/v25_problem_2__025.smt2.slack.smt2,95.58%
25-vars/v25_problem__016.smt2.slack.smt2,95.34%
25-vars/v25_problem_2__022.smt2.slack.smt2,95.59%
25-vars/v25_problem__017.smt2.slack.smt2,95.32%
10-vars/v10_problem_2__003.smt2.slack.smt2,85.98%
10-vars/v10_problem__019.smt2.slack.smt2,89.90%
10-vars/v10_problem__012.smt2.slack.smt2,92.27%
10-vars/v10_problem__009.smt2.slack.smt2,87.82%
10-vars/v10_problem__014.smt2.slack.smt2,91.46%
10-vars/v10_problem__003.smt2.slack.smt2,92.15%
10-vars/v10_problem_2__018.smt2.slack.smt2,89.87%
10-vars/v10_problem_2__014.smt2.slack.smt2,89.51%
10-vars/v10_problem__018.smt2.slack.smt2,90.75%
