Filename,Percentage
15-vars/problem__013.smt2,74.87%
15-vars/problem__017.smt2,19.28%
25-vars/problem__029.smt2,30.08%
25-vars/problem_2__003.smt2,75.27%
25-vars/problem_2__024.smt2,41.05%
25-vars/problem_2__026.smt2,37.21%
25-vars/problem__035.smt2,37.22%
25-vars/problem__019.smt2,46.71%
25-vars/problem__004.smt2,75.25%
25-vars/problem_2__018.smt2,69.70%
25-vars/problem_2__008.smt2,75.99%
25-vars/problem_2__002.smt2,75.29%
25-vars/problem_2__016.smt2,49.89%
25-vars/problem_2__011.smt2,75.70%
25-vars/problem__012.smt2,52.80%
25-vars/problem_2__025.smt2,44.88%
25-vars/problem_2__032.smt2,20.89%
10-vars/problem__006.smt2,71.53%
10-vars/problem_2__022.smt2,63.78%
10-vars/problem_2__010.smt2,69.46%
10-vars/problem_2__004.smt2,68.11%
10-vars/problem_2__005.smt2,71.05%
10-vars/problem__023.smt2,60.33%
10-vars/problem_2__007.smt2,69.02%
10-vars/problem__015.smt2,67.34%
10-vars/problem_2__017.smt2,66.77%
10-vars/problem__010.smt2,69.69%
10-vars/problem__007.smt2,73.47%
10-vars/problem_2__008.smt2,71.37%
10-vars/problem__005.smt2,72.15%
10-vars/problem_2__011.smt2,74.90%
10-vars/problem__014.smt2,59.45%
35-vars/problem_2__029.smt2,24.99%
35-vars/problem__006.smt2,74.63%
35-vars/problem_2__022.smt2,31.22%
35-vars/problem__016.smt2,58.00%
35-vars/problem_2__007.smt2,62.11%
35-vars/problem__003.smt2,75.23%
35-vars/problem_2__015.smt2,33.83%
35-vars/problem_2__017.smt2,35.55%
35-vars/problem_2__033.smt2,30.18%
35-vars/problem_2__019.smt2,36.37%
35-vars/problem_2__026.smt2,23.39%
35-vars/problem__035.smt2,24.38%
35-vars/problem__019.smt2,43.92%
35-vars/problem__004.smt2,76.00%
35-vars/problem__010.smt2,74.84%
30-vars/problem_2__022.smt2,26.88%
30-vars/problem_2__010.smt2,75.45%
30-vars/problem_2__005.smt2,74.63%
30-vars/problem__015.smt2,36.83%
30-vars/problem__020.smt2,66.66%
30-vars/problem__003.smt2,75.58%
30-vars/problem_2__021.smt2,44.19%
30-vars/problem__035.smt2,21.75%
30-vars/problem__004.smt2,75.07%
30-vars/problem__010.smt2,76.33%
30-vars/problem_2__035.smt2,19.74%
30-vars/problem_2__016.smt2,24.47%
30-vars/problem__027.smt2,47.26%
30-vars/problem__012.smt2,54.77%
30-vars/problem__017.smt2,37.07%
45-vars/problem_2__020.smt2,42.29%
45-vars/problem_2__004.smt2,75.63%
45-vars/problem__029.smt2,39.57%
45-vars/problem_2__007.smt2,75.15%
45-vars/problem__015.smt2,45.78%
45-vars/problem_2__017.smt2,38.49%
45-vars/problem_2__024.smt2,34.62%
45-vars/problem__033.smt2,34.13%
45-vars/problem_2__021.smt2,34.90%
45-vars/problem__030.smt2,31.19%
45-vars/problem__007.smt2,68.02%
45-vars/problem__018.smt2,41.10%
45-vars/problem_2__011.smt2,44.75%
45-vars/problem_2__034.smt2,29.25%
45-vars/problem__028.smt2,31.54%
slacks/20-19.slack.smt2,35.18%
slacks/25-17.slack.smt2,71.40%
slacks/15-7.slack.smt2,69.23%
slacks/15-13.slack.smt2,69.01%
slacks/45-26.slack.smt2,45.16%
slacks/10-13.slack.smt2,66.27%
slacks/35-25.slack.smt2,68.84%
slacks/30-10.slack.smt2,73.69%
slacks/40-14.slack.smt2,74.74%
slacks/40-9.slack.smt2,74.53%
slacks/35-5.slack.smt2,73.46%
slacks/45-14.slack.smt2,73.61%
slacks/15-5.slack.smt2,68.03%
slacks/45-24.slack.smt2,55.07%
slacks/45-34.slack.smt2,49.58%
20-vars/v20_problem_2__016.smt2.slack.smt2,69.64%
20-vars/v20_problem_2__018.smt2.slack.smt2,36.16%
20-vars/v20_problem__028.smt2.slack.smt2,10.57%
20-vars/v20_problem__004.smt2.slack.smt2,72.15%
20-vars/v20_problem_2__035.smt2.slack.smt2,39.54%
20-vars/v20_problem__001.smt2.slack.smt2,72.24%
20-vars/v20_problem__020.smt2.slack.smt2,62.66%
20-vars/v20_problem__030.smt2.slack.smt2,55.20%
20-vars/v20_problem_2__012.smt2.slack.smt2,65.69%
20-vars/v20_problem__011.smt2.slack.smt2,68.60%
20-vars/v20_problem_2__013.smt2.slack.smt2,70.29%
20-vars/v20_problem_2__005.smt2.slack.smt2,69.78%
20-vars/v20_problem__010.smt2.slack.smt2,72.36%
20-vars/v20_problem__021.smt2.slack.smt2,41.18%
20-vars/v20_problem__002.smt2.slack.smt2,72.23%
40-vars/v40_problem_2__023.smt2.slack.smt2,61.81%
40-vars/v40_problem__024.smt2.slack.smt2,34.81%
40-vars/v40_problem__004.smt2.slack.smt2,73.40%
40-vars/v40_problem_2__034.smt2.slack.smt2,55.52%
40-vars/v40_problem__008.smt2.slack.smt2,75.28%
40-vars/v40_problem_2__018.smt2.slack.smt2,73.52%
40-vars/v40_problem_2__017.smt2.slack.smt2,60.19%
40-vars/v40_problem_2__020.smt2.slack.smt2,70.63%
40-vars/v40_problem__025.smt2.slack.smt2,56.89%
40-vars/v40_problem__022.smt2.slack.smt2,62.43%
40-vars/v40_problem_2__035.smt2.slack.smt2,49.58%
40-vars/v40_problem_2__027.smt2.slack.smt2,48.29%
40-vars/v40_problem_2__022.smt2.slack.smt2,54.85%
40-vars/v40_problem__032.smt2.slack.smt2,53.83%
40-vars/v40_problem_2__009.smt2.slack.smt2,75.39%
15-vars/v15_problem__011.smt2.slack.smt2,47.61%
15-vars/v15_problem__007.smt2.slack.smt2,70.99%
15-vars/v15_problem__021.smt2.slack.smt2,63.63%
15-vars/v15_problem_2__014.smt2.slack.smt2,58.85%
15-vars/v15_problem_2__013.smt2.slack.smt2,69.25%
15-vars/v15_problem__005.smt2.slack.smt2,70.51%
15-vars/v15_problem_2__009.smt2.slack.smt2,71.70%
15-vars/v15_problem__003.smt2.slack.smt2,70.64%
15-vars/v15_problem_2__016.smt2.slack.smt2,61.00%
15-vars/v15_problem__008.smt2.slack.smt2,70.98%
15-vars/v15_problem__014.smt2.slack.smt2,72.39%
15-vars/v15_problem_2__018.smt2.slack.smt2,57.95%
15-vars/v15_problem__006.smt2.slack.smt2,68.45%
15-vars/v15_problem__017.smt2.slack.smt2,41.17%
15-vars/v15_problem_2__015.smt2.slack.smt2,49.47%
25-vars/v25_problem__033.smt2.slack.smt2,53.80%
25-vars/v25_problem_2__034.smt2.slack.smt2,63.61%
25-vars/v25_problem_2__019.smt2.slack.smt2,69.66%
25-vars/v25_problem__005.smt2.slack.smt2,71.86%
25-vars/v25_problem_2__014.smt2.slack.smt2,73.28%
25-vars/v25_problem__004.smt2.slack.smt2,73.70%
25-vars/v25_problem__014.smt2.slack.smt2,70.01%
25-vars/v25_problem__013.smt2.slack.smt2,71.66%
25-vars/v25_problem_2__021.smt2.slack.smt2,65.43%
25-vars/v25_problem_2__023.smt2.slack.smt2,68.59%
25-vars/v25_problem__008.smt2.slack.smt2,72.91%
25-vars/v25_problem_2__025.smt2.slack.smt2,71.87%
25-vars/v25_problem__016.smt2.slack.smt2,69.89%
25-vars/v25_problem_2__022.smt2.slack.smt2,65.84%
25-vars/v25_problem__017.smt2.slack.smt2,71.23%
10-vars/v10_problem_2__003.smt2.slack.smt2,62.96%
10-vars/v10_problem__019.smt2.slack.smt2,58.76%
10-vars/v10_problem__012.smt2.slack.smt2,68.92%
10-vars/v10_problem__009.smt2.slack.smt2,66.02%
10-vars/v10_problem__014.smt2.slack.smt2,63.83%
10-vars/v10_problem__003.smt2.slack.smt2,66.27%
10-vars/v10_problem_2__018.smt2.slack.smt2,63.61%
10-vars/v10_problem_2__014.smt2.slack.smt2,62.49%
10-vars/v10_problem__018.smt2.slack.smt2,58.99%
10-vars/v10_problem__006.smt2.slack.smt2,66.80%
10-vars/v10_problem_2__015.smt2.slack.smt2,65.44%
10-vars/v10_problem_2__010.smt2.slack.smt2,66.88%
10-vars/v10_problem_2__013.smt2.slack.smt2,59.09%
10-vars/v10_problem__015.smt2.slack.smt2,67.12%
10-vars/v10_problem_2__007.smt2.slack.smt2,67.14%
35-vars/v35_problem__004.smt2.slack.smt2,74.86%
35-vars/v35_problem_2__004.smt2.slack.smt2,72.84%
35-vars/v35_problem__026.smt2.slack.smt2,59.27%
35-vars/v35_problem_2__034.smt2.slack.smt2,60.58%
35-vars/v35_problem_2__021.smt2.slack.smt2,61.19%
35-vars/v35_problem__028.smt2.slack.smt2,63.86%
35-vars/v35_problem_2__026.smt2.slack.smt2,53.40%
35-vars/v35_problem_2__023.smt2.slack.smt2,65.14%
35-vars/v35_problem__018.smt2.slack.smt2,72.91%
35-vars/v35_problem__013.smt2.slack.smt2,74.00%
35-vars/v35_problem__015.smt2.slack.smt2,73.70%
35-vars/v35_problem__030.smt2.slack.smt2,56.82%
35-vars/v35_problem_2__028.smt2.slack.smt2,65.27%
35-vars/v35_problem__016.smt2.slack.smt2,71.96%
35-vars/v35_problem__006.smt2.slack.smt2,74.82%
30-vars/v30_problem_2__012.smt2.slack.smt2,73.93%
30-vars/v30_problem__006.smt2.slack.smt2,74.47%
30-vars/v30_problem_2__018.smt2.slack.smt2,74.34%
30-vars/v30_problem__009.smt2.slack.smt2,73.25%
30-vars/v30_problem_2__017.smt2.slack.smt2,75.26%
30-vars/v30_problem_2__014.smt2.slack.smt2,75.21%
30-vars/v30_problem_2__010.smt2.slack.smt2,66.07%
30-vars/v30_problem_2__024.smt2.slack.smt2,71.58%
30-vars/v30_problem__004.smt2.slack.smt2,74.48%
30-vars/v30_problem__017.smt2.slack.smt2,70.95%
